norm,keep,remove_id,remove_name
recognition of precision,1327,1759,Recognition of precision.
recognition of precision,1327,1903,Recognition of precision.
recognition of precision,1327,2048,Recognition of precision.
recognition of precision,1327,5575,Recognition of precision.
recognition of precision,1327,5719,Recognition of precision.
recognition of precision,1327,5863,Recognition of precision.
recognition of precision,1327,6007,Recognition of precision.
recognition of precision,1327,6151,Recognition of precision.
recognition of precision,1327,6296,Recognition of precision.
recognition of together,1328,1472,Recognition of together
recognition of together,1328,1616,Recognition of together
recognition of together,1328,1760,Recognition of together
recognition of together,1328,1904,Recognition of together
recognition of together,1328,2049,Recognition of together
recognition of together,1328,5576,Recognition of together
recognition of together,1328,5720,Recognition of together
recognition of together,1328,5864,Recognition of together
recognition of together,1328,6008,Recognition of together
recognition of together,1328,6152,Recognition of together
recognition of together,1328,6297,Recognition of together
recognition of metaphor,1329,1473,Recognition of metaphor.
recognition of metaphor,1329,1617,Recognition of metaphor.
recognition of metaphor,1329,1761,Recognition of metaphor.
recognition of metaphor,1329,1905,Recognition of metaphor.
recognition of metaphor,1329,2050,Recognition of metaphor.
recognition of metaphor,1329,5577,Recognition of metaphor.
recognition of metaphor,1329,5721,Recognition of metaphor.
recognition of metaphor,1329,5865,Recognition of metaphor.
recognition of metaphor,1329,6009,Recognition of metaphor.
recognition of metaphor,1329,6153,Recognition of metaphor.
recognition of metaphor,1329,6298,Recognition of metaphor.
recognition of spirit,1330,1474,Recognition of spirit.
recognition of spirit,1330,1618,Recognition of spirit.
recognition of spirit,1330,1762,Recognition of spirit.
recognition of spirit,1330,1906,Recognition of spirit.
recognition of spirit,1330,2051,Recognition of spirit.
recognition of spirit,1330,5578,Recognition of spirit.
recognition of spirit,1330,5722,Recognition of spirit.
recognition of spirit,1330,5866,Recognition of spirit.
recognition of spirit,1330,6010,Recognition of spirit.
recognition of spirit,1330,6154,Recognition of spirit.
recognition of spirit,1330,6299,Recognition of spirit.
recognition of bal,1332,1476,Recognition of bal...
recognition of bal,1332,1620,Recognition of bal...
recognition of bal,1332,1764,Recognition of bal...
recognition of bal,1332,1908,Recognition of bal...
recognition of bal,1332,2053,Recognition of bal...
recognition of bal,1332,5580,Recognition of bal...
recognition of bal,1332,5724,Recognition of bal...
recognition of bal,1332,5868,Recognition of bal...
recognition of bal,1332,6012,Recognition of bal...
recognition of bal,1332,6156,Recognition of bal...
recognition of bal,1332,6301,Recognition of bal...
recognition of waiting,1333,1477,Recognition of waiting.
recognition of waiting,1333,1621,Recognition of waiting.
recognition of waiting,1333,1765,Recognition of waiting.
recognition of waiting,1333,1909,Recognition of waiting.
recognition of waiting,1333,2054,Recognition of waiting.
recognition of waiting,1333,5581,Recognition of waiting.
recognition of waiting,1333,5725,Recognition of waiting.
recognition of waiting,1333,5869,Recognition of waiting.
recognition of waiting,1333,6013,Recognition of waiting.
recognition of waiting,1333,6157,Recognition of waiting.
recognition of waiting,1333,6302,Recognition of waiting.
recognition of continuity,1334,1478,Recognition of continuity.
recognition of continuity,1334,1622,Recognition of continuity.
recognition of continuity,1334,1766,Recognition of continuity.
recognition of continuity,1334,1910,Recognition of continuity.
recognition of continuity,1334,2055,Recognition of continuity.
recognition of continuity,1334,5582,Recognition of continuity.
recognition of continuity,1334,5726,Recognition of continuity.
recognition of continuity,1334,5870,Recognition of continuity.
recognition of continuity,1334,6014,Recognition of continuity.
recognition of continuity,1334,6158,Recognition of continuity.
recognition of continuity,1334,6303,Recognition of continuity.
recognition of recursion,1335,1479,Recognition of recursion.
recognition of recursion,1335,1623,Recognition of recursion.
recognition of recursion,1335,1767,Recognition of recursion.
recognition of recursion,1335,1911,Recognition of recursion.
recognition of recursion,1335,2056,Recognition of recursion.
recognition of recursion,1335,5583,Recognition of recursion.
recognition of recursion,1335,5727,Recognition of recursion.
recognition of recursion,1335,5871,Recognition of recursion.
recognition of recursion,1335,6015,Recognition of recursion.
recognition of recursion,1335,6159,Recognition of recursion.
recognition of recursion,1335,6304,Recognition of recursion.
recognition of origin,1336,1480,Recognition of origin.
recognition of origin,1336,1624,Recognition of origin.
recognition of origin,1336,1768,Recognition of origin.
recognition of origin,1336,1912,Recognition of origin.
recognition of origin,1336,2057,Recognition of origin.
recognition of origin,1336,5584,Recognition of origin.
recognition of origin,1336,5728,Recognition of origin.
recognition of origin,1336,5872,Recognition of origin.
recognition of origin,1336,6016,Recognition of origin.
recognition of origin,1336,6160,Recognition of origin.
recognition of origin,1336,6305,Recognition of origin.
recognition of duty,1338,1482,Recognition of duty:
recognition of duty,1338,1626,Recognition of duty:
recognition of duty,1338,1770,Recognition of duty:
recognition of duty,1338,1914,Recognition of duty:
recognition of duty,1338,2059,Recognition of duty:
recognition of duty,1338,5586,Recognition of duty:
recognition of duty,1338,5730,Recognition of duty:
recognition of duty,1338,5874,Recognition of duty:
recognition of duty,1338,6018,Recognition of duty:
recognition of duty,1338,6162,Recognition of duty:
recognition of duty,1338,6307,Recognition of duty:
recognition of condition,1339,1483,Recognition of condition.
recognition of condition,1339,1627,Recognition of condition.
recognition of condition,1339,1771,Recognition of condition.
recognition of condition,1339,1915,Recognition of condition.
recognition of condition,1339,2060,Recognition of condition.
recognition of condition,1339,5587,Recognition of condition.
recognition of condition,1339,5731,Recognition of condition.
recognition of condition,1339,5875,Recognition of condition.
recognition of condition,1339,6019,Recognition of condition.
recognition of condition,1339,6163,Recognition of condition.
recognition of condition,1339,6308,Recognition of condition.
recognition of pattern,1340,1484,Recognition of pattern.
recognition of pattern,1340,1628,Recognition of pattern.
recognition of pattern,1340,1772,Recognition of pattern.
recognition of pattern,1340,1916,Recognition of pattern.
recognition of pattern,1340,2061,Recognition of pattern.
recognition of pattern,1340,5588,Recognition of pattern.
recognition of pattern,1340,5732,Recognition of pattern.
recognition of pattern,1340,5876,Recognition of pattern.
recognition of pattern,1340,6020,Recognition of pattern.
recognition of pattern,1340,6164,Recognition of pattern.
recognition of pattern,1340,6309,Recognition of pattern.
recognition of deepens,1341,1485,Recognition of deepens.
recognition of deepens,1341,1629,Recognition of deepens.
recognition of deepens,1341,1773,Recognition of deepens.
recognition of deepens,1341,1917,Recognition of deepens.
recognition of deepens,1341,2062,Recognition of deepens.
recognition of deepens,1341,5589,Recognition of deepens.
recognition of deepens,1341,5733,Recognition of deepens.
recognition of deepens,1341,5877,Recognition of deepens.
